title,content,user_id,specialty_id,video_id,created_at,updated_at
Cardiovascular Examination,<strong></strong><br /><br />,7362,1,2,2012-12-31 15:54:56 UTC,2012-12-31 15:54:56 UTC
Lymphoma,"<strong>Lymphoma</strong><br /><br /><strong>vjdsi</strong><br /><br /><p>fdisfghsdoifsdionvcs
vncdsjvndsj
ndkjcnsd
nksdcns</p>",7317,7,35,2012-12-31 15:54:47 UTC,2012-12-31 15:54:47 UTC
Lower Limb Anatomy I,"<strong>anterior thight</strong><br /><br /><p>illiopsoas
sartorius: prox att: ASIS, ins: superiormedial tibia
inn: femoral n
quad: rectus fem, vastus lateralis, intermedius and medius
function: extend leg at knee joint</p><strong>Posterior:</strong><br /><br />",7304,166,193,2012-12-31 15:54:44 UTC,2012-12-31 15:54:44 UTC
Basic Principles,<strong>basic cardiology</strong><br /><br />,7296,2,5,2012-12-31 15:54:41 UTC,2012-12-31 15:54:41 UTC
Gallbladder and Stones,"<strong>Gallbladder</strong><br /><br /><p>Biliary colic
- colic = pain due to contraction of a hollow viscus with an obstruction
- very common
- blockage at the cystic duct
- RUQ pain esp after fatty meals, radiate to epigastrium and tip of scapula via t7-t9
- sweating/N/dyspepsia
- o/e mild ruq tenderness
- not a true colic as plateaus for hours</p><p>Acute cholecystitis
-obstructed gb and infection
- pt more unwell
- pain ruq same radiations, severe
- low grade pyrexia
- n and v
- o/e increased tenderness and +ve murphy's sign in 75% (must be -ve on the left)</p><p>investigate. cultures blood and urine ( increased urobilogen)
bloods - abgs not helpful, venous raised wcc and crp, deranged u&es, amylase N, lfts.
imaging - axr (10-15% are radio-opaque) and erect cxr to exclude perf.
uss - gallstones, fluid around sac, dilated ducts >6mm.
MRCP
no scopic/functional tests</p><p>management biliary colic
- exclude emergency, go perf, panc,
- conserv: rehydration, nbm, analgesia (pethidine)
- surgical: urgent chole, elective chole 6-12w later</p><p>management cholecystitis
similar
add medical abc - cefuroxime & metro
surg <72 h or elective</p><p>complications
- recurrence ± chronic cholecystitis
gangrene and perf
- empyema of gb</p><strong>weird ones!</strong><br /><br /><p>mucocele - large dilatedgb due to blockage in outflow and sterile collection
mirizzi's syndrome - large stone presses on bile duct causing obstructive jaundice
gb Ca - rare (squ or adeno)</p><strong>gallstones in biliary tree</strong><br /><br /><p>cbd - obstructive jaundice
+ infection - ascending cholangitis
ampulla - pancreatitis</p><p>obstructive jaundice: pale stools, dark urine, jaundice (late) coca-cola and houmous!!
exclude cancer! (pancreas, cholangiocarcinoma)</p><p>ascending cholangitis - infection on obstruction
charcot's triad (fever and rigors, jaundice and pain)
courvoisier's law (in obs jaundice if there is a palpable gb it is unlikely to be a stone) --> cancer head pancreas</p><p>investigations- similar
scopic YES (ERCP, PTC, MRCP)
ERCP - diagnostic and therapeutic
complications - pancreatitis, bleeding and perf
PTC - 2nd line (percut transhep cholangiopancreatography) if ercp failed or not possible
mrcp - non-invasive and no contrast. useful prior to mrcp.</p><p>management - conservative. fluids analgesia and nbm.
medical - include pseudomonas cover - def and gent. treat liver failure. surf - emergency to remove stone and t tube drainage, open stone removal, therapeutic ercp. elective lap after stone removal 1 week later.</p><strong>gallstones outside</strong><br /><br /><p>gs ileus - rare cause of sbo. fistulates into first part of duodenum.</p>",7294,15,62,2012-12-31 15:54:41 UTC,2012-12-31 15:54:41 UTC
Pleural Effusions,"<strong>Causes of TRANSudates</strong><br /><br /><strong>Very common</strong><br /><br /><p>***LV failure***</p><p>***Cirrhosis (low albumin + portal hypertension)***</p><strong>Less common</strong><br /><br /><p>Peritoneal dialysis - fluid can leak into pleural membrane</p><p>Heart valve disease (eg mitral stenosis - mid-diastolic murmur with opening snap!) - backflow increases hydrostatic pressure</p><strong>Causes of EXUdates</strong><br /><br /><p>(changes in permeability)</p><strong>cOMMON CAUSES</strong><br /><br /><p>Cancer</p><p>Inflammatory, assoc w/ pneumonia</p><p>TB</p><strong>less common</strong><br /><br /><p>Inflammatory - PE, RA, pancreatitis</p><strong>Abscess</strong><br /><br /><p>Collection of pus within non-natural body cavity</p><strong>Empyema</strong><br /><br /><p>""      within already defined cavities, eg pleural</p><strong>In consolidation...</strong><br /><br /><p>increased vocal fremitus / dull percussion / trachea always central</p><strong>In effusion...</strong><br /><br /><p>decreased vocal fremitus / stony dull percussion / trachea may be deviated</p>",7281,3,115,2012-12-31 15:54:38 UTC,2012-12-31 15:54:38 UTC
Pneumonia LIVE,"<p>Bird pets - psittaci
Spain travel - legionella
But mainly strepto pneumoniae</p>",7281,3,121,2012-12-31 15:54:38 UTC,2012-12-31 15:54:38 UTC
ECG Interpretation,<strong>Blocks</strong><br /><br /><p>RBBB - RSR pattern / MaRRoW on V1 and V2 / WiLLiaM on V1 and V4 / PR interval on: 1st degree = >2sq / 2nd = increasingly longer / 3rd = long then miss / 4th = all over the place</p><strong>ST elevations?</strong><br /><br /><p>ST elevation all over the place = pericarditis</p><p>http://ecglibrary.com/ecghome.html</p>,7281,2,4,2012-12-31 15:54:38 UTC,2012-12-31 15:54:38 UTC
Neuropathy,<strong>Causes of mononeuritis multiplex:</strong><br /><br /><p>WARDS PLC</p>,7279,12,53,2012-12-31 15:54:38 UTC,2012-12-31 15:54:38 UTC
Anaemia,"<strong>Amaemia</strong><br /><br /><p>Hb less than 13.5 for men; 11.5 for women
Remember - not a diagnosis. Needs investigation until cause is found</p><strong>Classification</strong><br /><br /><p>Typically via red cell size:
1. Microcytic: Iron DA, thalassaemia, sideroblastic anaemia
2. Normocytic: acute blood loss, AofCD
3. Macrocytic: Vit B12 def, folate def, liver disease (and alcohol), hypothyroidism</p><p>Can also be classified by pathophysiology:
1. Reduced production: bone marrow probs, AofCD, haematinic deficiency (Fe, B12, folate)
2. Reduced life span: haemolysis
3. Pooling: splenomegaly</p><strong>Iron DA</strong><br /><br /><p>Causes:
1. Reduced intake
2. Increased demand (e.g. pregnancy, childhood)
3. Malabsorbtion e.g. coeliacs
4. Chronic blood loss - most common. NB: Upper GI loss is 3x more common than lower GI blood loss</p><p>Findings on FBC: decreased Hb, MCV (<80fl), and ferritin but increased serum iron/TIBC</p><p>Findings on FBC: decreased Hb, MCV (<80fl), and ferritin but increased serum iron/TIBC.
NB - ferritin is an acute phase reactant, and is sometimes increased e.g. in cancer, infection or any inflammation</p><strong>Megaloblastic Anaemia</strong><br /><br /><p>Nuclear maturation is delayed - usually due to B12/folate deficiency, reducing DNA synthesis. Results in reduced cell output and abnormal (macrocytic) cells. Neutrphils also affected - hypersegmented i.e. >6 lobs to nucleus</p><p>Remeber how B12 is absorbed - binds to intrinsic factor (released by  parietal cells in stomach), and then the B12/IF complex is absorbed in the terminal iliem</p>",7279,7,32,2012-12-31 15:54:38 UTC,2012-12-31 15:54:38 UTC
Anticoagulants,<p>Remember CHADS2 score for AF and warfarin</p><p>Good table of target INRs</p>,7279,26,106,2012-12-31 15:54:38 UTC,2012-12-31 15:54:38 UTC
Drugs in Heart Failure,"<p>Decompensated AKA acute heart failure: Acute onset breathlessness, tachycardia, maybe pink sputum. Basal crepitations and gallop rythum</p><p>Tx: ABC!
A - secure
B - sit patient up, 02
C - IV access and bloods</p><p>Drug treatment: basic aim is to vasodilate patient. Morphine, GTN spray and infusion, furosemide</p><p>Chronic cardiac failure Tx: Remember conservation Tx first! Lifestyle factors, and vaccination (pneumococcal and 'flu)</p><p>Aims of Tx: Prevent symptoms and improve prognosis. Symptomatic Tx: most important agents are diuretics</p><p>Improve prognosis: ABSD - Aspirin, B-blockers, Spironolactone, Digoxin</p><p>ACEi: Start low but aim to increase to highest tolerated dose. SEs include cough (change to ARB), oedema, hyperkalaemia (due to decreased aldosterone) and renal failure (stop if creatinine increases by 30% from baseline)</p>",7279,26,108,2012-12-31 15:54:38 UTC,2012-12-31 15:54:38 UTC
Oral Hypoglycaemic Agents,"<p>Metformin CI in moderate renal failure, liver failuer, and unstable angina (all the failures)</p><p>Remember metformin can cause lactic acidosis (often after a contrast CT scan - common in exams but rare)</p>",7279,26,111,2012-12-31 15:54:38 UTC,2012-12-31 15:54:38 UTC
LIVE - Acute Coronary Syndrome,"<strong>Pathogenesis</strong><br /><br /><p>Usually caused by atherosclerosis, which is made up of 3 components: Inflammation, Thrombosis, and abnormal lipid metabolism. Results in reduction of coronary blood flow</p><strong>Initial Management</strong><br /><br /><p>Remember MOVE: Monitor, Oxygen. Venous Access, ECG (12 lead must be done within 10mins - will determine Mx). Remember MOVE for any patient who's acutely unwell, but not in need of resuscitation</p><strong>Secondary Management</strong><br /><br /><p>Once you're sure it's ACS, management is MONA: Morphine (and antiemetic) - good as pain killer and also vasodilates, Oxygen, Nitrates, Aspirin</p><strong>Tertiary Management</strong><br /><br /><p>Depends on result of ECG - STEMI or NSTEMI?

STEMI - preferably some type of Primary Percutaneous Coronary Intervention i.e. angioplasty, stent. If not available then thrombolysis. Can be done u to 12 hours post onset of pain - remember to ask when pain started in Hx.

NSTEMI - admit to acute care (preferably cardiac ward), monitoring (NSTEMI can progree to STEMI). No PPCI. 2 goals of Tx:
1. Stop thrombosis - Aspirin, clopidogrel, anticoagulate (LMWH) and statin. 
2. Reduce myocardial 02 demand - GTN perfusion, beta blocker</p>",7279,2,161,2012-12-31 15:54:38 UTC,2012-12-31 15:54:38 UTC
Ischaemic Heart Disease,<p>Chronic symtoms i.e. angina caused by stenosis. Acute conditions i.e. ACS caused by embolism</p>,7279,2,7,2012-12-31 15:54:37 UTC,2012-12-31 15:54:37 UTC
Basic Principles,"<strong>Cardiac causes of clubbing:</strong><br /><br /><p>Subacute infective endocarditis and congenital cyanotic heart disease</p><strong>Pulse</strong><br /><br /><p>Less than 60 = Bradycardia
More than 90 or 100 = Tachycardia

Reg of irreg? Irreg irreg is most likely AF. Reg irreg most likely heart block

Remember characters of pulses at brachial/carotid e.g. waterhammer pulse in AR; slow rising in AS</p><strong>Blood Pressure</strong><br /><br /><p>Obviously look for hypo/hyper tension. Also look for the pusle pressure i.e. gap between systolic and diastolic pressures. Narrow PP seen in AS; Wide seen in AR. Correlates with pulse characters mentioned above</p><strong>Heart Sounds</strong><br /><br /><p>S1 = closure of AV valves; S2 = closure of aortic and pulmonary valves</p><strong>Types of investigations</strong><br /><br /><p>Cultures (microbiology); Bloods (arterial and venous); Imaging; Scopic/biopsy; Functional</p><strong>Treatment</strong><br /><br /><p>Always remember the 3 tiers of treatment: Conservative e.g. lifestyle; medical e.g. drugs; Interventional e.g. surgery</p>",7279,2,5,2012-12-31 15:54:37 UTC,2012-12-31 15:54:37 UTC
IUGR,<strong>inv</strong><br /><br />,7270,22,125,2012-12-31 15:54:35 UTC,2012-12-31 15:54:35 UTC
ABGs in 12 minutes,"<strong>ABG interpretation</strong><br /><br /><strong>Normal ranges</strong><br /><br /><p>PH  7.35-7.45
pCO2 4.7 -6 Kpa
Bicarbonate 22-30
BE -2 to +2
PO2 10-13Kpa</p><p>CO2 - acidotic  (changes are -->respiratory)
HCO3 - alkalotic ( changes are metabolic)</p><strong>BASE EXCESS </strong><br /><br /><p>If negative base excess --> additional bicarbonate is needed to neutralise an acid</p><strong>Anion gap</strong><br /><br /><strong>(Na + K) - (Cl+ HCO3) = 8-12mmol/L</strong><br /><br /><p>Identifies weather the acidosisis due to retention of H+ or to another acid</p><p>High anion gap --> increased unmeasured anions</p><p>-> lactic acidosis ( shock, severe sepsis, severe hypoxia)
--> Ketoacidosis (DKA, alcoholics)
Drugs --> poisons, methanol, paraldehydre
End stage renal failure</p><p>metabolic acidosis + normal anion gap  --> H+ is being retained eg diorrhoea, pancreatic dmg, prox renal tubule acidosis

OR      ---> HCO3 is being lost = Distal renal tubular acidosis</p>",7262,3,190,2012-12-31 15:54:33 UTC,2012-12-31 15:54:33 UTC
Pneumonia LIVE,"<strong>Pneumonia</strong><br /><br /><strong>Definition</strong><br /><br /><p>Infection/inflammation of lung parenchyma</p><p>Bacteria most common pathogens</p><strong>HOST VS PATHOGEN FACTORS --> Pneumonia</strong><br /><br /><p>HOST 1) Immunocompromise - unable to fight bacteria 
        2) Mechanical problems in the lung eg primary cillary diskinesia , Cystic fibrosis (stasis of  secretions --> increased risk of infection)</p><p>PATHOGEN 1) Virulence 
               2) Size of Dose (how long exposed)</p><strong>Methods of Spread</strong><br /><br /><p>- Inhalation of airborne pathogens
- Aspiration of nasopharygeal or gastric flora
-Haemotogenous (eg endocarditis)</p><strong>Community vs Hospital aquired</strong><br /><br /><strong>Community aquired</strong><br /><br /><p>-Streptococcus Pneumoniae 39% (penicillin) (gram postive, capsulated cocci --> strips)
- Chlamydia Pneumoniae 13% (young people) (macrolide)
- Mycoplasma Pneumoniae 10% (atypical -headache rather than lung signs) (macrolide)
- Haemophillius influenzae 5% (COPD exacerbations)
(legionella (stagnant water poor aircon) macrolide, chlamydia Psittici (pidgeons), staph aureus  (flucloxacillin), moraxella catarrhalis - COPD - exacerbation)

VIRUSES 12%</p><strong>Atypicals  - Mycoplasma, legonella, Pneumocystis carinii (jiroveci), Coxiella burnetti (Q fever) vets</strong><br /><br /><strong>HOSPITAL AQUIRED PNEUMONIA - onset >48hrs after hospital admission</strong><br /><br /><p>Early   <5days post admission</p><p>Late >5days post admission</p><p>More resistance and greater mortality  --> esp in late onset hosp aquired pneumonia, often more gram negative and more Multi drug resistant strains</p><strong>Staph aureus (flucloxacillin)</strong><br /><br /><strong>Klebsiella Pneumoniae</strong><br /><br /><strong>Legionella Pneumoniae (macrolide)</strong><br /><br /><strong>Pseudomonas Aeruginosa (gentamycin/ ciprofloxacin))</strong><br /><br /><strong>ECOLI</strong><br /><br /><strong>Aspirations Pneumonia - Aspiration of gastric contents</strong><br /><br /><p>Neurologically reduced GCS eg stroke, chronic neuromusc disorders</p><p>--> ANEROBIC COVER - metronidazole (IV)
--> Prevention - epileptic fit -Antiepileptics</p><strong>CLINICAL PRESENTATION</strong><br /><br /><strong>History</strong><br /><br /><p>fever/rigors
cough
sputum
Pleuritic chest pain (worse on inspiration/movement)
breathless/Dyspnoea</p><strong>Aetiology</strong><br /><br /><p>Bacterial viral, opportunistic
Recent travel?
Modes of spread - aerosol, aspiration (vomiting, GORD), haemotological - other sites of infection)
Gram +ive or Gram -ive???  - previous sputum cultures -? resistant organisms grown previously?
</p><strong>Host factors</strong><br /><br /><p>- comorbid conditions - e.g HF,CRF 
- chronic resp conditions (Atrial fibrillation)
- Potential for complications 
-Smoking 
- Excersise tolerance</p><p>Immunosuppression - HIV, Drugs - bone marrow suppression, Stress , Haematological malignacy</p><strong>Examination </strong><br /><br /><p>SEPSIS - tacycardia, Hypotension esp with WARM PERIPHERIES, pyrexia, red conciousness GCS</p><p>HYPOXIA - Tacypnoea, tacycardia, Reduced GCS/conciousness</p><strong>CHEST SIGNS </strong><br /><br /><p>INSPECTION - reduced expansion on effected side
- Resp distress
</p><p>PALPATION - Tactile vocal fremitis, Reduced expansion</p><p>PERCUSSION - Dull bases (esp lobar pneumonia)
</p><p>AUSCULTATION - Bronchial breathing (harsh -upper resp breath sounds),
Crackles,
Reduced/absent BS
Whispering pectoriloquy</p><strong>Investigations </strong><br /><br /><p>URINE - MSU - exclude UTI, exclude blood and protein (vascullitis, post strep glomerulonephritis , LEGIONELLA + STREPTOCOCCUS urinary antigen
CULTURES - sputum, blood, Pleural fluid tap (M+C+S)
BLOODS -ARTERIAL - ABG - pO2, PCO2, ventilation, PH, Lactic acid (sepsis)
VENOUS -   FBC -wcc,esr, CRP, U+E (dehydration), LFTs, Procalcitonin (when to stop ABx)
serological (atypical pneumo) - HIV, mycoplasma
IMAGING - chest XR (NEW consolidation), CT (non resloving pneumonia)
SPECIAL TESTS - ECG - diff tachycardia post MI Pulmonary oedema, diagnose arrythmia eg AF</p><strong>SEVERITY </strong><br /><br /><p>Pneumonia Severity index (much more in depth that CURB 65)</p><p>C- confusion
U - urea>7mmol/l
R - RR> 30/min
B -BP systolic <90 diastolic <60mmHg
65 - age >65</p><p>low CURB65 - low mortality--> home  oral ABx
med  CURB65 - med mortality--> Hospital - IV abx
High CURB65 - high mortality --> HDU/ICU (IV ABx ? vent)</p><strong>TREATMENT - ANTIBIOTICS + SUPPORTIVE</strong><br /><br /><p>MOVE 
M - monitor O2 Target Sats >94%
O - Oxygen
V - venous access
E- ECG</p><strong>SUPPORTIVE</strong><br /><br /><p>A - Invasive ventilation
B - CPAP (increased functional residual capacity (FRC)
   - Non invasive ventilation
C - IV fluids - assess clinically + fluid challenge, vasopressors (Nor-adrenaline )
D - adequate glucose control

(SURVIVING SEPSIS CAMPAIGN)</p><strong>ANTIBIOTICS </strong><br /><br /><p>unable to reliably predict organism - look at previous cultures 

 Step pneumoniae most common CAP 


TREAT EMPIRICALLY - severity based

STREP PNEUMONIA - normally senstive to penicillin</p><p>LOW risk - Amoxicillin (alternative - macrolide -erythro/clarithromycin)
</p><p>MED  risk - Amoxcillin + macrolide po/iv   (alternative Levofloxacin)</p><p>High Risk - Co-amoxiclav IV 1.2g tds + others eg rifampicin, macrolide (alternative - Levofloxacin 0.5g BD + benzylpenicillin 1.2g QDS)</p><p>BUT FOLLOW LOCAL TRUST ABX POLICIES! + BTS guidelines</p><p>MRSA - Vancyomycin</p><p>CONTINUE ANTIBIOTICS FOR ABOUT 5 DAYS or 24-48hrs after last spike of fever. </p><strong>MONITORING </strong><br /><br /><p>FBC/ CRP/temp/BP - infection response</p><p>oxygenation and vent - Sats + ABGs</p><p>Physiological status - certain Abx's gentamycin - AKI caused by sepsis bad idea to use gent</p><p>NO improvement??? 
- wrong diagnosis?
-wrong organism/Abx?
- Immunodeficent?
- Complication?
- Co morbid--> lung cancer</p><strong>VIRAL PNEUMONIA</strong><br /><br /><p> - Common - H1N1, Swine flu (H5N1), SARS  </p><p>- Immunocompromised - CMV, VZV, Common viruses eg rhinovirus</p><p>Higher fever often presents with dry cough , sometimes goes purulent, very breathless - occassionally --> ARDS --> ICU admission
</p><p>Examination --> not many signs
CXR - hazy opacity</p><p>Treatment --> Supportive +/- antivirals</p><strong>FUNGAL PNEUMONIA</strong><br /><br /><p>Predominantly only occurs in immunocompromised patients (neutropaenic) (renal transplant, chemotherapy, haematological malignancies)</p><p>eg Aspergillosis,
Histoplasmosis,
Pneumocystis jirovecii (carinii
Pulmonary blastomycosis,
Cryptococcosis</p><strong>Pneumocystis Jiroveci (carinii)</strong><br /><br /><p>AIDS defining illness --> associated with v low CD4 counts <200,
OTHER CAUSE OF IMMUNOSUPPRESSION</p><p>Symptoms  - Fever, intense exertional dyspnoea, dry cough</p><p>Signs - hypoxaemic ABG, oximetry (excersise induced), other immunocomprimise signs</p><p>CXR - ground glass perihilar opacities (usually lateral sparing of lungs) ---> can go on to ARDS (white out/opacity over all lung)</p><p>Bronchoalveolar lavage(don't genrally cough up much sputum) --> PCR</p><p>Treatment --> reverse or red immunocompromise where possible

--> Co-trimoxazole (septrin) 120mg/kg divided doses (v high dose!) -trimethoprim + Sulfamethoxazole (sulphonomide antibiotic</p>",7262,3,121,2012-12-31 15:54:33 UTC,2012-12-31 15:54:33 UTC
Fluid Prescribing,"<strong>Fluids</strong><br /><br /><p>70kg man  60% water = 42 LITRES

Men>women (fat inversely preportional)</p>",7262,9,40,2012-12-31 15:54:33 UTC,2012-12-31 15:54:33 UTC
Jaundice,<p></p>,7196,4,22,2012-12-31 15:54:21 UTC,2012-12-31 15:54:21 UTC
Principles of Allergic Disease,"<strong>Definitions</strong><br /><br /><p>Tye 1 hypersensitivity response to an environmental allergen</p><strong>Pathophysiology</strong><br /><br /><p>First exposure -

 Ab-Ag</p>",7184,8,36,2012-12-31 15:54:19 UTC,2012-12-31 15:54:19 UTC
Arthritis,"<strong>Classification</strong><br /><br /><p>(1) Inflammatory
--> Acute
--> Chronic
(2) Non-inflammatory</p><strong>Non-Inflammatory Arthritis</strong><br /><br /><strong>Osteoarthritis</strong><br /><br /><p>Characteristics
- Loss of articular cartilage
- Tends to affect load bearing joints or joints previously injured: knees, hips, spine, hands (DIPs)
- Morning stiffness
- Extra bone formation around joints (osteophytes) --> Heberden's nodes</p><strong>Inflammatory Arthritis - CHRONIC</strong><br /><br /><p>Divided into two groups depending on whether they have rheumatoid factor (RF) - an IgM Ab specific to IgG</p><strong>Seropositive = Rheumatoid Arthritis</strong><br /><br /><p>= chronic, symmetrical inflammation of joints
- Classically affects hands and wrists (small joints)
- Can also involve elbows, shoulders, knees, ankles and small joints of feet
- Morning stiffness >1 hr
- Hand deformities - Boutonnieres's, swan-neck, ulnar deviation, MCP subluxation
- ~70% cases are RF +'ve</p><strong>SERONEGATIVE = SERONEGATIVE SPONDYLOARTHROPATHIES</strong><br /><br /><p>""CRAP""
Colonic (found in Crohn's - now called 'enteropathic arthritis'), 
Reactive arthritis, 
Ankylosing spondylitis, 
Psoriatic arthtitis</p><strong>Ankylosing Spondylitis</strong><br /><br />",7184,6,29,2012-12-31 15:54:19 UTC,2012-12-31 15:54:19 UTC
Fracture Management,"<strong>Describing a radiograph</strong><br /><br /><strong>Background</strong><br /><br /><p>Patient details, film details, any previous films for comparison</p><strong>Description</strong><br /><br /><p>(1) Communition and types - simple vs comminuted, open vs closed, types include transverse, oblique, spiral, impacted, hairline or greenstick
(2) Location - e.g. diaphysis, metaphysis, proximal/central/distal third
(3) Displacement - distal fragment in relation to proximal fragment, displaced vs not displaced. If displaced - translation, angulation, shortening, rotation</p><strong>Paediatrics</strong><br /><br /><strong>Salter Harris fracture types</strong><br /><br /><p>(S) = slipped, fracture separates epiphysis from shaft
(A) = above, fracture line runs above plate and may extend into metaphysis with triangular fragment of metaphysics
(L) = lower, fracture runs below plate so fragment is part of epiphysis
(T) = fracture runs through plate so contains part of epiphysis and metaphysis
(R) = rammed, plate is crushed</p>",7184,17,77,2012-12-31 15:54:19 UTC,2012-12-31 15:54:19 UTC
Lower Limb Anatomy II,"<strong>Leg</strong><br /><br /><strong>Anterior compartment</strong><br /><br /><p>Tibialis Anterior -
Lateral tibial condyle --> medial cuneiform bone & 1st metatarsal. Deep peroneal nerve
Extensor digitorum longus
Lateral tibial condyle to middle and distal phalanges of toes 2-5
Deep peroneal nerve
Extensor hallucis longus</p>",7184,166,194,2012-12-31 15:54:18 UTC,2012-12-31 15:54:19 UTC
Lower Limb Anatomy I,"<strong>Notes</strong><br /><br /><p>Anterior compartment
- Iliacus - inserts lesser trochanter, femoral nerve
- Psoas - inserts lesser trochanter, rami of L1-3
- Sartorius - ASIS to tibia, femoral n.
- Quadriceps femoris - vastus lateralis, vastus medius, vastus intermedius, rectus femoris - femoral nerve</p><p>Posterior compartment
Semimenbranosus - to medial tibial condyle, tibial div of sciatic n
Semitendinosus - medial tibia, tibial div sciatic n.
Biceps femoris - long head from IT tibial div sciatic nerve, short head from lateral supracondylar line common peroneal, both to fibula
Hamstrings part of adductor magnus</p><p>Medial compartment
Adductor hiatus - femoral vessels pass from anterior to posterior compartment - femoral vein and artery
Adductor magnus - IT to medial epicondyle femur, tibial div sciatic n
Pectineus
Adductor brevis
Gracilis
Obturator externus</p><p>Gluteal region
Glut max min med
Tensor fascial lata
Piriformus
Gemellus sup and inf
Quadratus femoris</p>",7184,166,193,2012-12-31 15:54:18 UTC,2012-12-31 15:54:18 UTC
Postpartum Haemorrhage,"<p>stop
</p>",7175,20,85,2012-12-31 15:54:16 UTC,2012-12-31 15:54:16 UTC
Amenorrhoea,<strong>primary amenorrhoea</strong><br /><br /><strong>secondary amenorrhoea</strong><br /><br />,7175,20,81,2012-12-31 15:54:16 UTC,2012-12-31 15:54:16 UTC
Cellulitis,"<p>P: Particularly affects Lower Limbs, Risk Factors: Penetrating injury to the skin. fungal nail infection, lymphaoedema / leg ulcers
A: Group A strep and staph aureus most common. H Infuenzae: Facial cellulitis in kids/ipsilateral otitis media
Hx: of trauma or background of risk factors. 
S: fever, myalgia, fatigue
Si: local pain, swelling, erythema. PROGRESSIVE disease, localised lymphadenopathy

DD:
1. Erysipelas: A: Strep, P: Dermis and HYPOdermis Si: bridge of nose and face (elderly people), Raised edge and distinct margin. (THIS distinguished cellulitis and erysipelas)
2. Impetigo: A: Staph toxins which cleave the upper epidermal area. Si: ""Golden crusting"", vesicles-> pustules-> then golden crust. often seen in eczema patients therefore they have previous staph infections. 

other differential diagnoses:
3. Varicose eczema - bilateral (cellulitis not usually)
4. Deep vein thrombosis - no erythema (but yes in cellulitis)

Ix: cultures (if open wounds-swab for MCS+blood cultures if systemically unwell), bloods: ABG if unwell, FBC (infection raised WCC), ERS/CRP (infection), U&Es (dehydration). ?Doppler if want to exclude DVT
Tx: Conservative:  Elevate leg, analgesia, Fluids
Medical: Antibiotics- penicillin and flucloxacillin. IF ALLERGIC to penicillin: Claritrhomycin/clindamycin)
Surgical: If complication Abscess formation - Insision and drainage

Guidelines: CREST guideliens
Class 1: features of cellulitis but no systemic toxicity/significant co-morbidities therefore OP care with oral antibiotics. 
Class 2:  Systemically ill or co-morbidity (fever) - hospitalisation and IV antibiotics
Class 3: Significant systemic upset -IV
Class 4: Sepsis/Necrotising fascitis (complication) - IV

Complications: 
1. Recurrence - 30%. If 2 or more on same site - prophylactic antibiotics as in penicillin V or erythromycin. 
2. Systemic sepsis causing bactereamia (class 4 of CREST)
3. Abscess formation
4. Chronic leg oedema</p>",7162,11,50,2012-12-31 15:54:14 UTC,2012-12-31 15:54:14 UTC
